hashtags/0,hashtags/1,hashtags/2,hashtags/3,mentions/0,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/id,user/friends,sentient,urls/0,mentions/1,urls/1,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,urls/2,mentions/2,mentions/3,mentions/4,mentions/5,mentions/6,mentions/7,mentions/8
CavsNation,DefendTheLand,AllInAgain,,,1482125312,"WE'RE BBAACCKKKKKK!!!!🏀🏆🏆
#CavsNation🏀🏆 #DefendTheLand🏀🏆 #AllInAgain 🏀🏀🏆🏆 https://t.co/6B5gUAt884",De Vonee Kaiser,https://pbs.twimg.com/profile_images/833727981747060737/Y1WK3u1B_normal.jpg,392,imdevonee,,Fri Apr 22 15:23:26 +0000 2011,286212626,2127,0,https://twitter.com/NBATV/status/970977295828705281,,,,,,,,,,,,,,,,
NBA,,,,,1956044803,"🏀 #NBA🏀: 2 hommes en mode MVP la nuit dernière :
- BronBron 👑💪🏾 proche du triple double, aligne 31/7/7 avec un gros… https://t.co/VRZQ0o25FC",La Trib,https://pbs.twimg.com/profile_images/968523892401823745/LWCoOQpH_normal.jpg,37,LaTrib_Infos,"Toute les meilleures actions et perf' du sport US ! Les dernières news de la MLB, NBA, NHL et NFL",Tue Feb 27 14:50:16 +0000 2018,798412800,58,0,https://twitter.com/i/web/status/970999164489359363,,,,,,,,,,,,,,,,
DefendTheLand,,,,Cleveland Cavaliers,504815621,"Learn from this win. No TT=win. Start Nance, leave JR on the bench. Great W @cavs #DefendTheLand",Nae,https://pbs.twimg.com/profile_images/968592168997793792/394deQ0W_normal.jpg,1356,lilnaee_,WCU,Tue Nov 29 01:58:18 +0000 2011,423882847,1233,0,,,,,,,,,,,,,,,,,
DefendtheLand,,,,Martyn “Lil Moochie” Norris,39292928,RT @MartynNorris3: 🤘🏾#DefendtheLand https://t.co/grTw4IdOUT,Frank the tank™,https://pbs.twimg.com/profile_images/920857711658618880/9px-1kHo_normal.jpg,384,Fat_Boy_Frank,,Wed Jan 26 00:54:43 +0000 2011,242971303,319,0,,,,,,,,,,,,,,,,,
DefendtheLand,,,,Martyn “Lil Moochie” Norris,76984320,RT @MartynNorris3: 🤘🏾#DefendtheLand https://t.co/grTw4IdOUT,Martyn “Lil Moochie” Norris,https://pbs.twimg.com/profile_images/971580289741918209/cJBTuruB_normal.jpg,1543,MartynNorris3,D(M)V✈️HTX|R.I.P Grandma 💛🌻|#Welcomehome|All Hoop No Hype|Official Twitter of Martyn Norris,Sun Nov 01 11:09:17 +0000 2015,-204970744,1090,0,,,,,,,,,,,,,,,,,
AllForOne,CavsNation,Cavaliers,DefendTheLand,,1658114048,"Born a Cavalier. Die a Cavalier
#AllForOne #CavsNation #Cavaliers 🐐💯 #DefendTheLand 🔰💪",DanielSanzTan,https://pbs.twimg.com/profile_images/876703779046830081/ZPZ5dXt1_normal.jpg,581,DanielBearKing,"The Bear king. Ruler of wolves. 
🌲🌲x🌊🌊
Follow my ig: daniel.sanz.tan",Fri Jun 02 10:36:41 +0000 2017,857001984,848,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,Cleveland Cavaliers,2132148224,💪🏾💪🏾 #DefendTheLand @cavs https://t.co/4O26V1cNgW,Fredinni⚽️,https://pbs.twimg.com/profile_images/971163323889840128/SZY0i6jy_normal.jpg,107,MessiJames1023,"Tu te rappel en 1/2 finale UEFA, quand Didier Drogba se fait une talonnade derrière le pied d’appui, et va marquer seul contre newcastle , beh j’y étais !!",Wed Aug 02 21:49:40 +0000 2017,2123853825,298,0,https://twitter.com/nbaextra/status/970919950251692032,,,,,,,,,,,,,,,,
DefendTheLand,,,,,1549115393,Nuggets: Takeaways from the Cavaliers game - Nugg Love https://t.co/f9kUdnYj0d #DefendTheLand https://t.co/4dyaZMqecR,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://dlvr.it/QJvDZc,,,,,,,,,,,,,,,,
AllForOne,DefendTheLand,,,,391434240,Nice Win Cavs! 37-26 #AllForOne #DefendTheLand,Miguel Carlo Damitan,https://pbs.twimg.com/profile_images/962643955845283840/tCic2aJI_normal.jpg,555,MCDamitan,Heart Strong 💪🏻❤️|| Damitan Family|| UECS & MCL Student|| #ALLINMCD|| I Promise|| SFG|| Queen eLIZAbeth’s 🔥||,Fri Oct 23 11:36:35 +0000 2015,-304297624,302,0,,,,,,,,,,,,,,,,,
believeland,defendtheland,,,,-569008115,"I wanna see Cavs vs Rockets for this year finals! 
#believeland #defendtheland",Zino,https://pbs.twimg.com/profile_images/903979225727639553/yVgJhsxW_normal.jpg,333,ZinoKua,Freelance 3D Artist | Motion Designer | Designer,Wed Nov 24 14:20:21 +0000 2010,219309890,796,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-1781043199,#DefendTheLand https://t.co/CI0X9PzRqj,Hamed Toure,https://pbs.twimg.com/profile_images/537859668388106240/CXWK91g8_normal.jpeg,245,DouaoudenToure,God is great,Thu Nov 27 06:35:22 +0000 2014,-1400679647,2011,0,https://twitter.com/cavs/status/970814084156481536,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-1772765184,NBA media react to the Cavaliers blowout win over the Pistons - 247Sports https://t.co/6TlD4hz1zo #DefendTheLand https://t.co/4TySIDNbIr,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0.125,http://dlvr.it/QJtR0y,,,,,,,,,,,,,,,,
DefendTheLand,NBA,,,,-1818963968,Tristan Thompson (ankle) to miss 2 weeks. #DefendTheLand #NBA,NBA 📰,https://pbs.twimg.com/profile_images/840806600810012672/3UKdImNU_normal.jpg,1086,BasketballRoto,"Free #NBA news, DFS tools & content.  https://t.co/vfdB1wfxDK",Tue Nov 15 20:37:48 +0000 2016,-1101791232,503,-0.125,,,,,,,,,,,,,,,,,
,,,,Larry Nance Jr,974520321,@Larrydn22 GREAT JOB TONIGHT VS THE PISTONS GREAT GAME TO WATCH AND CONGRATULATIONS ON THE NEW CAREER HIGH IN POINT… https://t.co/fGY9tG0L9b,Natalie Gray,https://pbs.twimg.com/profile_images/938928459358851072/MODSBVL7_normal.jpg,12,nataliegray_200,,Thu Apr 02 14:13:33 +0000 2009,28344555,30,0,https://twitter.com/i/web/status/970853452447350785,,,,,,,,,,,,,,,,
TAGS,TheLand,DefendTheLand,Believeland,LeBron James,-1017679872,😭😭😭”CAVS get the W”!  @kingjames mrs_savannahrj #TAGS : #TheLand #DefendTheLand #Believeland… https://t.co/H38BkVbGkP,🙏🏽🙌🏽Rosey❤️🔥,https://pbs.twimg.com/profile_images/582778710593503232/ecGwI8gh_normal.jpg,2701,RoseyDavis1,"Lover of Progressive Dems, Potus BO, Flotus MO, USHER AND LOYAL MJ Fan. All haters of Dems, Potus, Flotus, Usher Raymond IV, & MJ keep it moving. All for LOVE!",Wed May 09 14:32:10 +0000 2012,575403832,2246,0,https://www.instagram.com/p/Bf9xDPElnGm/,,,,,,,,,,,,,,,,
,,,,,1788334081,"LeBron James : 31 pts, 7 rbds, 7 asts
Larry Nance Jr : 22 pts, 15 rbds
Rodney Hood : 13 pts
Cedi Osman : 12 pts, 6… https://t.co/ux8H3vUMZj",Wine & Gold 💥,https://pbs.twimg.com/profile_images/926955124404228096/X9XyWfw__normal.jpg,778,FrCavaliers,"Live-Tweets, News... Toute l'actualité des Cleveland Cavaliers #WineAndGold #DefendtheLand #StriveForGreatness #AllForOne NBA Champions 2016🏆 2017-2018 : 38-26",Mon Apr 10 09:42:55 +0000 2017,1041731584,296,0,https://twitter.com/i/web/status/970846263485911041,,,,,,,,,,,,,,,,
TheKing,BronGang,DefendTheLand,,Cleveland Cavaliers,1441792,31pts 7rebs 7assist Who Did That #TheKing In 29 mins 💪🏾💪🏾💪🏾 #BronGang #DefendTheLand @cavs,TripleGear_kicks&sports,https://pbs.twimg.com/profile_images/970800773503373313/3eMPSR5b_normal.jpg,89,ali_triplegear,Owner Of Sneaker Boutique 🇹🇹 Basketball 🏀 ... But A Sports Fan All Around #TeamCapricorn | LEBRON JAMES | Messi / Chelsea FC |Supreme \ HypeBeast,Tue Oct 03 05:16:30 +0000 2017,471187457,205,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-313044992,CAVALIERS WIN 112-90 #DefendTheLand 💘,Bron,https://pbs.twimg.com/profile_images/971888038220623872/-scqqdEf_normal.jpg,1159,LukaNaniOff,"pour ce blason , frappé du lion .",Sun Mar 08 14:10:53 +0000 2015,-1215596393,526,0,,,,,,,,,,,,,,,,,
UpNext,DefendtheLand,,,,-799576064,I've got some big things coming up #UpNext #DefendtheLand got a few things I gotta do tonight https://t.co/dZSXfhV9iO,Not Odysseus,https://pbs.twimg.com/profile_images/970656800193286144/I-n5KDVC_normal.jpg,1,Hobo_Undercover,Wise old man,Fri Mar 02 14:00:43 +0000 2018,-1600724991,5,0.5,,,,,,,,,,,,,,,,,
GoCavsGo,AllForOne,StriveForGreatness,DefendtheLand,Cleveland Cavaliers,-1768509439,@cavs @CrownRoyal #GoCavsGo!!!!!!!!   #AllForOne    #StriveForGreatness #DefendtheLand #AllinCLE,♥Darth Chipper,https://pbs.twimg.com/profile_images/1554963758/IMG00414_normal.jpg,1338,DarthChipper,p/k/a Chipper Spice  *Jedi   ♔ ☆ ♥  ♪  *baton twirler  *lover of #rhinos   #England #AFC #NYCFC #Leafs #Cavs #Browns #NYGiants #Tribe #Mets #LGM #The7LineArmy,Thu Sep 22 03:14:14 +0000 2011,377784686,2319,0,,Crown Royal,,AllinCLE,,,,,,,,,,,,,
DefendtheLand,,,,QTV,-1638412288,Let's go Cleveland!!! #DefendtheLand @TweetQTV https://t.co/GAJeqGOzx7,αℓєχα ѕтαηƒσя∂♛,https://pbs.twimg.com/profile_images/970835576877350912/LO012LNQ_normal.jpg,927,NinjaLexa,Bgsu alumni | Fashion | Dallas Cowboys | Jaydee,Sat Jul 10 04:05:08 +0000 2010,164936620,484,0,,,,,,,,,,,,,,,,,
CavsVsDetroit,DefendtheLand,,,Cleveland Cavaliers,-770310144,Let's start working on defense and let's hold them to under 100 points @cavs !! #CavsVsDetroit #DefendtheLand,Andrew Spicer,https://pbs.twimg.com/profile_images/958501853280563200/jk_vtBbn_normal.jpg,392,Andrew747x,"Never stop chasing dreams, big or small go for the gold!",Fri Dec 20 01:14:10 +0000 2013,-2040685730,3577,0.125,,,,,,,,,,,,,,,,,
AllForOne,DefendtheLand,CavsNation,,Wine & Gold 💥,-1151889408,"RT @FrCavaliers: Larry Nance Jr : 18 pts/10 rbds/1 stl
LeBron James : 16 pts/5 rbds/3 asts

#AllForOne #DefendtheLand #CavsNation #StriveFo…",Le MadMax,https://pbs.twimg.com/profile_images/966993512750346241/F1KKUadf_normal.jpg,189,MaximeNoutch,Chemical Engineering Student 🇨🇲🇬🇧 #MoreLife,Sun Dec 24 15:33:10 +0000 2017,-1525284864,206,0,,,,,,,,,,,,,,,,,
,,,,Herd w/Colin Cowherd,2098647043,"@TheHerd @ColinCowherd @KingJames prefers to play for his hometown @Cavs  If you’re not from Cleveland, you’ll neve… https://t.co/5hWPEliyTm",Patty Sadd McCaffrey,https://pbs.twimg.com/profile_images/966076077364965377/UNLHHskq_normal.jpg,221,PattyMcCaffrey,#American♥️ #Lebanese♥️ #Cleveland♥️,Thu Oct 04 15:55:55 +0000 2012,861621913,531,-0.5,https://twitter.com/i/web/status/970830209208471555,Colin Cowherd,,,,,,,,,LeBron James,Cleveland Cavaliers,,,,,
defendtheland,,,,QTV,1331154944,"@TweetQTV 
Let's Go Cavs!!
#defendtheland https://t.co/JNbKDqnzyx",Marshae White,https://pbs.twimg.com/profile_images/879445828435419136/PzfDgGKm_normal.jpg,18,marshaemonique,,Tue Apr 21 23:53:02 +0000 2015,-1102188469,26,0,,,,,,,,,,,,,,,,,
AllForOne,DefendtheLand,CavsNation,,,2014830592,"Larry Nance Jr : 18 pts/10 rbds/1 stl
LeBron James : 16 pts/5 rbds/3 asts

#AllForOne #DefendtheLand #CavsNation… https://t.co/gXwZ2ol1WY",Wine & Gold 💥,https://pbs.twimg.com/profile_images/926955124404228096/X9XyWfw__normal.jpg,778,FrCavaliers,"Live-Tweets, News... Toute l'actualité des Cleveland Cavaliers #WineAndGold #DefendtheLand #StriveForGreatness #AllForOne NBA Champions 2016🏆 2017-2018 : 38-26",Mon Apr 10 09:42:55 +0000 2017,1041731584,296,0,https://twitter.com/i/web/status/970827829712773120,,,,,,,,,,,,,,,,
DefendtheLand,,,,Cleveland Cavaliers,1041752064,Jr.’s going to get #22 retired AGAIN if he keeps this up. @cavs #DefendtheLand,Ed Buchholz,https://pbs.twimg.com/profile_images/958756541032693760/M1SlLg0h_normal.jpg,3077,ebuchholz,"3x founder, product & design aficionado, devoted husband to @annaofcle, friend to dogs, unrepentant geek, Clevelander.

Runs @StartInCLE.",Thu Feb 28 13:52:47 +0000 2008,14054659,1011,-1.125,,,,,,,,,,,,,,,,,
DefendTheLand,,,,LeBron James,-141062144,@KingJames @cavs I think Triston Thompson just lost the the start roll to Larry Nance 22 #DefendTheLand,Cindy,https://pbs.twimg.com/profile_images/539924262321410048/ejy3S_pB_normal.jpeg,33,barnold_owner,,Thu Aug 29 20:24:36 +0000 2013,1710915920,85,-0.25,,Cleveland Cavaliers,,,,,,,,,,,,,,,
defendtheland,,,,Cleveland Cavaliers,-556306432,Tristian Kardashian should NEVER start for the @cavs. @Larrydn22 over that curse!!! @NBA #defendtheland,Bobi,https://pbs.twimg.com/profile_images/946185073338044416/BMR_1W7G_normal.jpg,159,Bobinho02,"John Carroll Alum '15, AFC Cleveland #2 ⚽️",Wed Jun 29 00:08:06 +0000 2016,1117163520,110,-0.25,,Larry Nance Jr,,,,,,,,,NBA,,,,,,
DefendTheLand,,,,Skyzah DC,-275296255,RT @KingSkyzah: The king has returned. #DefendTheLand https://t.co/ac44IoX0Pq,Marçal,https://pbs.twimg.com/profile_images/951095533761892352/IaFFFro6_normal.jpg,5089,Locutador,"Ex cortador de cana, atualmente locutor e apresentador do programa @BananaVirgem. Prostituto nas horas vagas. @VascodaGama @Atleti @Arsenal @cavs |",Thu Jan 27 20:08:28 +0000 2011,243780922,307,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-1592340480,#DefendTheLand,Marçal,https://pbs.twimg.com/profile_images/951095533761892352/IaFFFro6_normal.jpg,5089,Locutador,"Ex cortador de cana, atualmente locutor e apresentador do programa @BananaVirgem. Prostituto nas horas vagas. @VascodaGama @Atleti @Arsenal @cavs |",Thu Jan 27 20:08:28 +0000 2011,243780922,307,0,,,,,,,,,,,,,,,,,
DefendTheLand,AllForOne,CavsPistons,,,-959008768,"Nice hustle ante, keep goin guys!
#DefendTheLand #AllForOne
#CavsPistons",jjjjd,https://pbs.twimg.com/profile_images/953665257683148801/vbF97quV_normal.jpg,39,itsxxiii,Angel Locsin fan since grade 2 :-)))))),Wed Feb 23 06:18:03 +0000 2011,256383980,136,0.25,,,,,,,,,,,,,,,,,
CavsNation,DefendtheLand,GoCavs,Cavs,,232165376,#CavsNation #DefendtheLand #GoCavs #Cavs Cleveland Cavaliers Mitchell &amp; Ness 1/4 Zip Nylon Pullover X-Large - $110.… https://t.co/oowJYwjlNP,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/970823485718171648,,,,,,,,,,,,,,,,
Defendtheland,DETvsCLE,,,,-371793919,Whitest lineup since 82. #Defendtheland #DETvsCLE,Chinatown,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,4,ChinatownCLE,,Mon Oct 30 07:40:45 +0000 2017,-1554587648,57,0,,,,,,,,,,,,,,,,,
Defendtheland,,,,,953602048,"Cavs não tem defesa, sem esquema algum #Defendtheland",Jader Bobby Tarantino II,https://pbs.twimg.com/profile_images/600850105294581760/675nZgcv_normal.jpg,293,JaderMarquezz,"NFL, NBA, musicas internacionais, geografia e um pouco de política",Thu Jun 18 18:18:52 +0000 2009,48437851,673,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-380121088,The king has returned. #DefendTheLand https://t.co/ac44IoX0Pq,Skyzah DC,https://pbs.twimg.com/profile_images/971739212541300736/xzwksh9l_normal.jpg,295,KingSkyzah,The Franchise. Ante Legend check the jersey in the rafters. Here to do what god put me on the earth for. 💯😈,Tue Oct 04 17:12:28 +0000 2016,55971841,117,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,2065133568,Cleveland Cavaliers: Larry Nance Jr. needs to start - King James Gospel https://t.co/ZniMhyGlaW #DefendTheLand https://t.co/Dra7vqEec4,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,-0.25,http://dlvr.it/QJsnfG,,,,,,,,,,,,,,,,
JoinTheLegion,DefendTheLand,,,Brett Morris,383246336,RT @MorrisStrategic: Today’s @NBA2KLeague Jersey release: @CavsLegionGC @AnthonyMuraco @cavs #JoinTheLegion #DefendTheLand (Had to do the r…,CoZmiCHD,https://pbs.twimg.com/profile_images/965476483849433090/nc2vHHUV_normal.jpg,211,KwakeHd,Youtuber And Apart Of TWG E-Sports Team,Mon Oct 27 01:46:30 +0000 2014,-1448845799,629,0,,NBA2KLeague,,,,,,,,,Cavs Legion,Anthony Muraco,Cleveland Cavaliers,,,,
DefendtheLand,,,,,-1332289536,Nance ! #DefendtheLand,bNg ✌️,https://pbs.twimg.com/profile_images/767100745086803968/zGJL9Kgs_normal.jpg,430,bngambles_,#hookem | #defendtheland | #pinstripepride | #dukebasketball,Wed Jun 24 21:37:02 +0000 2009,50449279,1012,0,,,,,,,,,,,,,,,,,
AndStill,DefendTheLand,216Proud,,Stipe Miocic,-2024312831,@stipemiocicufc @TCPPhotoCLE @ufc #AndStill #DefendTheLand #216Proud,Eric Budd,https://pbs.twimg.com/profile_images/454344879464673280/SaVJe9YU_normal.jpeg,15,ebuddneo,"Lifelong NE Ohio sports fan. Go Browns, Tribe, Cavs, Buckeyes, Monsters, Gladiators and Rubber Ducks! Congrats to 2016 CAVS NBA CHAMPS!! 2016 INDIANS AL CHAMPS!",Sat Jan 05 20:19:25 +0000 2013,1063908962,20,0,,TCP Photography,,,,,,,,,UFC,,,,,,
,,,,,1096241153,"Le cinq majeur de nos Cavs ce soir, deux changements notables :

SF - Rodney Hood
PF - LeBron James
C - Larry Nance… https://t.co/6zGAYhMGge",Wine & Gold 💥,https://pbs.twimg.com/profile_images/926955124404228096/X9XyWfw__normal.jpg,778,FrCavaliers,"Live-Tweets, News... Toute l'actualité des Cleveland Cavaliers #WineAndGold #DefendtheLand #StriveForGreatness #AllForOne NBA Champions 2016🏆 2017-2018 : 38-26",Mon Apr 10 09:42:55 +0000 2017,1041731584,296,0,https://twitter.com/i/web/status/970811709781921793,,,,,,,,,,,,,,,,
NBA,DefendTheLand,DetroitBasketball,,,995610624,Detroit Pistons vs Cleveland Cavaliers NBA EN VIVO Temporada Regular #NBA #DefendTheLand #DetroitBasketball https://t.co/vF0D5heL5A,FeedNoticias,https://pbs.twimg.com/profile_images/790696811338031104/-xEkbW-b_normal.jpg,223,FeedNoti,Todas las últimas noticias de Latinoamérica  y el mundo en tiempo real.,Mon Oct 24 19:05:35 +0000 2016,-1030258688,383,0,https://fb.me/2za1nGZvO,,,,,,,,,,,,,,,,
,,,,,-1248337920,"Rodney Hood, Larry Nance Jr. to start for Cavaliers for 'a while' - https://t.co/WsA7eHzrB2 https://t.co/9Gy3Xb4Ffk… https://t.co/n5WK8ltyi8",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,-0.25,http://cleveland.com,,http://dlvr.it/QJsf5C,,,,,,,https://twitter.com/i/web/status/970808950068338688,,,,,,,
JoinTheLegion,DefendTheLand,,,Brett Morris,-2112368640,RT @MorrisStrategic: Today’s @NBA2KLeague Jersey release: @CavsLegionGC @AnthonyMuraco @cavs #JoinTheLegion #DefendTheLand (Had to do the r…,NBA2K Players Union (Hopefuls),https://pbs.twimg.com/profile_images/970799234151694337/iqn5tcGC_normal.jpg,209,NBA2KPlayUnion,eSports Games Gaming News Union,Mon Mar 05 23:00:14 +0000 2018,-1223413760,384,0,,NBA2KLeague,,,,,,,,,Cavs Legion,Anthony Muraco,Cleveland Cavaliers,,,,
DefendTheLand,NBA,,,NBA 📰,-145358846,"RT @BasketballRoto: The @Cavs starting Hill, Smith, Hood, LeBron, Nance Jr. on Monday. #DefendTheLand #NBA",Okc Thunder 4 life⚡️,https://pbs.twimg.com/profile_images/934583086200655873/In3Z5hrl_normal.jpg,25,CalliAnnLewis3,I love the okc thunder ya,Sat Nov 25 14:50:22 +0000 2017,-1395277824,212,0,,Cleveland Cavaliers,,,,,,,,,,,,,,,
,,,,,-1214853120,36. Avant 2016 je savais même pas qui était Curry. Maintenant je viens jouer les experts NBA avec des grands… https://t.co/WaY0M8wJzN,Z,https://pbs.twimg.com/profile_images/971844903574614024/Fet9d-04_normal.jpg,2789,Noosismo,Faites moi encore sauter je mets fin à mes jours. Je ne plaisante pas Twitter France. Sémite LGBTQ+ et fier 🏳‍🌈 🇮🇱,Wed Jan 17 23:30:55 +0000 2018,-887664639,338,0,https://twitter.com/i/web/status/970798294287962112,,,,,,,,,,,,,,,,
JoinTheLegion,DefendTheLand,,,Brett Morris,-451424256,RT @MorrisStrategic: Today’s @NBA2KLeague Jersey release: @CavsLegionGC @AnthonyMuraco @cavs #JoinTheLegion #DefendTheLand (Had to do the r…,Thomas Lynch,https://pbs.twimg.com/profile_images/958436421118971904/rEzBYiOk_normal.jpg,1952,thomas_lynch412,Pro-Am Analyst and Content Creator | Irish 🇮🇪 | @MPBA2K | @2KProAmInsider | @2KProAmIntel | All tweets are my own | Check out my YouTube below 👇🏻,Mon May 16 06:35:37 +0000 2016,-996757504,591,0,,NBA2KLeague,,,,,,,,,Cavs Legion,Anthony Muraco,Cleveland Cavaliers,,,,
JoinTheLegion,DefendTheLand,,,NBA2KLeague,-757805056,Today’s @NBA2KLeague Jersey release: @CavsLegionGC @AnthonyMuraco @cavs #JoinTheLegion #DefendTheLand (Had to do th… https://t.co/zOahUITIOP,Brett Morris,https://pbs.twimg.com/profile_images/929118419823214592/wkbdxtvm_normal.jpg,52,MorrisStrategic,Consultant; Former SVP Mark Cuban Companies; Former President/COO Super League Gaming,Thu Nov 09 23:02:19 +0000 2017,462688257,136,0,https://twitter.com/i/web/status/970790769962307584,Cavs Legion,,,,,,,,,Anthony Muraco,Cleveland Cavaliers,,,,,
DefendTheLand,NBA,,,Cleveland Cavaliers,-1349193728,"The @Cavs starting Hill, Smith, Hood, LeBron, Nance Jr. on Monday. #DefendTheLand #NBA",NBA 📰,https://pbs.twimg.com/profile_images/840806600810012672/3UKdImNU_normal.jpg,1086,BasketballRoto,"Free #NBA news, DFS tools & content.  https://t.co/vfdB1wfxDK",Tue Nov 15 20:37:48 +0000 2016,-1101791232,503,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-1818955776,#DefendTheLand https://t.co/2SOe2vcmr1,hi mga bobo,https://pbs.twimg.com/profile_images/940187209226862592/GrE2NR7w_normal.jpg,298,ranzyznar,ZsuhAhAHAhaAH,Sun Nov 10 06:49:17 +0000 2013,-2109185540,372,0,https://twitter.com/CavsFredMcLeod/status/970786083435896832,,,,,,,,,,,,,,,,
